nom,masse_kg_m,h_m,b_m,tw_m,tf_m,r_m,aire_m2,Iyy_m4,Izz_m4,iy_m,iz_m,Wel_y_m3,Wel_z_m3,Wpl_y_m3,Wpl_z_m3,J_m4,Iw_m6,obsolete,date,profil_gsa
HE100A,16.7,0.096,0.1,0.005,0.008,0.012,0.00212,3.492e-06,1.338e-06,0.0406,0.0251,7.276e-05,2.676e-05,8.301e-05,4.114e-05,5.28e-08,2.58e-09,FALSE,20170912,CAT HE-AM HE100A 20170912
HE120A,19.9,0.114,0.12,0.005,0.008,0.012,0.00253,6.062e-06,2.309e-06,0.0489,0.0302,0.0001063,3.848e-05,0.0001195,5.885e-05,6.04e-08,6.47e-09,FALSE,20170912,CAT HE-AM HE120A 20170912
HE100B,20.4,0.1,0.1,0.006,0.01,0.012,0.0026,4.495e-06,1.673e-06,0.0416,0.0253,8.991e-05,3.345e-05,0.0001042,5.142e-05,9.33e-08,3.38e-09,FALSE,20170912,CAT HE-AM HE100B 20170912
HE140A,24.7,0.133,0.14,0.0055,0.0085,0.012,0.00314,1.033e-05,3.893e-06,0.0573,0.0352,0.0001554,5.562e-05,0.0001735,8.485e-05,8.1e-08,1.51e-08,FALSE,20170912,CAT HE-AM HE140A 20170912
HE120B,26.7,0.12,0.12,0.0065,0.011,0.012,0.0034,8.644e-06,3.175e-06,0.0504,0.0306,0.0001441,5.292e-05,0.0001652,8.097e-05,1.39e-07,9.41e-09,FALSE,20170912,CAT HE-AM HE120B 20170912
HE160A,30.4,0.152,0.16,0.006,0.009,0.015,0.00388,1.673e-05,6.156e-06,0.0657,0.0398,0.0002201,7.695e-05,0.0002451,0.0001176,1.21e-07,3.14e-08,FALSE,20170912,CAT HE-AM HE160A 20170912
HE140B,33.7,0.14,0.14,0.007,0.012,0.012,0.0043,1.509e-05,5.497e-06,0.0593,0.0358,0.0002156,7.852e-05,0.0002454,0.0001198,2.02e-07,2.25e-08,FALSE,20170912,CAT HE-AM HE140B 20170912
HE180A,35.5,0.171,0.18,0.006,0.0095,0.015,0.00453,2.51e-05,9.246e-06,0.0745,0.0452,0.0002936,0.0001027,0.0003249,0.0001565,1.49e-07,6.02e-08,FALSE,20170912,CAT HE-AM HE180A 20170912
HE100M,41.8,0.12,0.106,0.012,0.02,0.012,0.00532,1.143e-05,3.992e-06,0.0463,0.0274,0.0001904,7.531e-05,0.0002358,0.0001163,6.72e-07,9.93e-09,FALSE,20170912,CAT HE-AM HE100M 20170912
HE200A,42.3,0.19,0.2,0.0065,0.01,0.018,0.00538,3.692e-05,1.336e-05,0.0828,0.0498,0.0003886,0.0001336,0.0004295,0.0002038,2.11e-07,1.08e-07,FALSE,20170912,CAT HE-AM HE200A 20170912
HE160B,42.6,0.16,0.16,0.008,0.013,0.015,0.00543,2.492e-05,8.892e-06,0.0678,0.0405,0.0003115,0.0001112,0.000354,0.00017,3.13e-07,4.79e-08,FALSE,20170912,CAT HE-AM HE160B 20170912
HE220A,50.5,0.21,0.22,0.007,0.011,0.018,0.00643,5.41e-05,1.955e-05,0.0917,0.0551,0.0005152,0.0001777,0.0005685,0.0002706,2.86e-07,1.93e-07,FALSE,20170912,CAT HE-AM HE220A 20170912
HE180B,51.2,0.18,0.18,0.0085,0.014,0.015,0.00653,3.831e-05,1.363e-05,0.0766,0.0457,0.0004257,0.0001514,0.0004814,0.000231,4.22e-07,9.38e-08,FALSE,20170912,CAT HE-AM HE180B 20170912
HE120M,52.1,0.14,0.126,0.0125,0.021,0.012,0.00664,2.018e-05,7.028e-06,0.0551,0.0325,0.0002882,0.0001116,0.0003506,0.0001716,9.05e-07,2.48e-08,FALSE,20170912,CAT HE-AM HE120M 20170912
HE240A,60.3,0.23,0.24,0.0075,0.012,0.021,0.00768,7.763e-05,2.769e-05,0.1005,0.06,0.0006751,0.0002307,0.0007446,0.0003517,4.21e-07,3.29e-07,FALSE,20170912,CAT HE-AM HE240A 20170912
HE200B,61.3,0.2,0.2,0.009,0.015,0.018,0.00781,5.696e-05,2.003e-05,0.0854,0.0507,0.0005696,0.0002003,0.0006425,0.0003058,5.97e-07,1.71e-07,FALSE,20170912,CAT HE-AM HE200B 20170912
HE140M,63.2,0.16,0.146,0.013,0.022,0.012,0.00806,3.291e-05,1.144e-05,0.0639,0.0377,0.0004114,0.0001568,0.0004938,0.0002405,1.19e-06,5.43e-08,FALSE,20170912,CAT HE-AM HE140M 20170912
HE260A,68.2,0.25,0.26,0.0075,0.0125,0.024,0.00868,0.0001045,3.668e-05,0.1097,0.065,0.0008364,0.0002821,0.0009198,0.0004302,5.42e-07,5.16e-07,FALSE,20170912,CAT HE-AM HE260A 20170912
HE220B,71.5,0.22,0.22,0.0095,0.016,0.018,0.0091,8.091e-05,2.843e-05,0.0943,0.0559,0.0007355,0.0002585,0.000827,0.0003939,7.700000000000001e-07,2.95e-07,FALSE,20170912,CAT HE-AM HE220B 20170912
HE160M,76.2,0.18,0.166,0.014,0.023,0.015,0.00971,5.098e-05,1.759e-05,0.0725,0.0426,0.0005665,0.0002119,0.0006746,0.0003255,1.6100000000000003e-06,1.08e-07,FALSE,20170912,CAT HE-AM HE160M 20170912
HE280A,76.4,0.27,0.28,0.008,0.013,0.024,0.00973,0.0001367,4.763e-05,0.1186,0.07,0.001013,0.0003402,0.001112,0.0005181,6.35e-07,7.85e-07,FALSE,20170912,CAT HE-AM HE280A 20170912
HE240B,83.2,0.24,0.24,0.01,0.017,0.021,0.0106,0.0001126,3.923e-05,0.1031,0.0608,0.0009383,0.0003269,0.001053,0.0004984,1.04e-06,4.87e-07,FALSE,20170912,CAT HE-AM HE240B 20170912
HE300A,88.3,0.29,0.3,0.0085,0.014,0.027,0.01125,0.0001826,6.31e-05,0.1274,0.0749,0.00126,0.0004206,0.001383,0.0006412,8.78e-07,1.2e-06,FALSE,20170912,CAT HE-AM HE300A 20170912
HE180M,88.9,0.2,0.186,0.0145,0.024,0.015,0.01133,7.483e-05,2.58e-05,0.0813,0.0477,0.0007483,0.0002774,0.0008834,0.0004252,2.01e-06,1.99e-07,FALSE,20170912,CAT HE-AM HE180M 20170912
HE260B,93.0,0.26,0.26,0.01,0.0175,0.024,0.01184,0.0001492,5.135e-05,0.1122,0.0658,0.001148,0.000395,0.001283,0.0006022,1.27e-06,7.54e-07,FALSE,20170912,CAT HE-AM HE260B 20170912
HE320A,97.6,0.31,0.3,0.009,0.0155,0.027,0.01244,0.0002293,6.985e-05,0.1358,0.0749,0.001479,0.0004657,0.001628,0.0007097,1.12e-06,1.512e-06,FALSE,20170912,CAT HE-AM HE320A 20170912
HE200M,103.0,0.22,0.206,0.015,0.025,0.018,0.01313,0.0001064,3.651e-05,0.09,0.0527,0.0009674,0.0003545,0.001135,0.0005432,2.58e-06,3.46e-07,FALSE,20170912,CAT HE-AM HE200M 20170912
HE280B,103.0,0.28,0.28,0.0105,0.018,0.024,0.01314,0.0001927,6.595e-05,0.1211,0.0709,0.001376,0.000471,0.001534,0.0007176,1.46e-06,1.13e-06,FALSE,20170912,CAT HE-AM HE280B 20170912
HE340A,105.0,0.33,0.3,0.0095,0.0165,0.027,0.01335,0.0002769,7.436e-05,0.144,0.0746,0.001678,0.0004957,0.00185,0.0007559,1.31e-06,1.824e-06,FALSE,20170912,CAT HE-AM HE340A 20170912
HE360A,112.0,0.35,0.3,0.01,0.0175,0.027,0.01428,0.0003309,7.887e-05,0.1522,0.0743,0.001891,0.0005258,0.002088,0.0008023,1.5299999999999998e-06,2.177e-06,FALSE,20170912,CAT HE-AM HE360A 20170912
HE220M,117.0,0.24,0.226,0.0155,0.026,0.018,0.01494,0.000146,5.012e-05,0.0989,0.0579,0.001217,0.0004435,0.001419,0.0006786,3.131e-06,5.73e-07,FALSE,20170912,CAT HE-AM HE220M 20170912
HE300B,117.0,0.3,0.3,0.011,0.019,0.027,0.01491,0.0002517,8.563e-05,0.1299,0.0758,0.001678,0.0005709,0.001869,0.0008701,1.8900000000000001e-06,1.688e-06,FALSE,20170912,CAT HE-AM HE300B 20170912
HE400A,125.0,0.39,0.3,0.011,0.019,0.027,0.0159,0.0004507,8.564e-05,0.1684,0.0734,0.002311,0.0005709,0.002562,0.0008729,1.93e-06,2.942e-06,FALSE,20170912,CAT HE-AM HE400A 20170912
HE320B,127.0,0.32,0.3,0.0115,0.0205,0.027,0.01613,0.0003082,9.239e-05,0.1382,0.0757,0.001926,0.0006159,0.002149,0.0009391,2.3e-06,2.069e-06,FALSE,20170912,CAT HE-AM HE320B 20170912
HE340B,134.0,0.34,0.3,0.012,0.0215,0.027,0.01709,0.0003666,9.69e-05,0.1465,0.0753,0.002156,0.000646,0.002408,0.0009857,2.63e-06,2.454e-06,FALSE,20170912,CAT HE-AM HE340B 20170912
HE450A,140.0,0.44,0.3,0.0115,0.021,0.027,0.0178,0.0006372,9.465e-05,0.1892,0.0729,0.002896,0.000631,0.003216,0.0009655,2.5e-06,4.148e-06,FALSE,20170912,CAT HE-AM HE450A 20170912
HE360B,142.0,0.36,0.3,0.0125,0.0225,0.027,0.01806,0.0004319,0.0001014,0.1546,0.0749,0.0024,0.0006761,0.002683,0.001032,2.98e-06,2.883e-06,FALSE,20170912,CAT HE-AM HE360B 20170912
HE400B,155.0,0.4,0.3,0.0135,0.024,0.027,0.01978,0.0005768,0.0001082,0.1708,0.074,0.002884,0.0007213,0.003232,0.001104,3.6099999999999997e-06,3.817e-06,FALSE,20170912,CAT HE-AM HE400B 20170912
HE500A,155.0,0.49,0.3,0.012,0.023,0.027,0.01975,0.0008697,0.0001037,0.2098,0.0724,0.00355,0.0006911,0.003949,0.001059,3.18e-06,5.643e-06,FALSE,20170912,CAT HE-AM HE500A 20170912
HE240M,157.0,0.27,0.248,0.018,0.032,0.021,0.01996,0.0002429,8.153e-05,0.1103,0.0639,0.001799,0.0006575,0.002117,0.001006,6.26e-06,1.152e-06,FALSE,20170912,CAT HE-AM HE240M 20170912
HE550A,166.0,0.54,0.3,0.0125,0.024,0.027,0.02118,0.001119,0.0001082,0.2299,0.0715,0.004146,0.0007213,0.004622,0.001107,3.6e-06,7.189e-06,FALSE,20170912,CAT HE-AM HE550A 20170912
HE450B,171.0,0.45,0.3,0.014,0.026,0.027,0.0218,0.0007989,0.0001172,0.1914,0.0733,0.003551,0.0007814,0.003982,0.001198,4.48e-06,5.258e-06,FALSE,20170912,CAT HE-AM HE450B 20170912
HE260M,172.0,0.29,0.268,0.018,0.0325,0.024,0.02196,0.0003131,0.0001045,0.1194,0.069,0.002159,0.0007797,0.002524,0.001192,7.2e-06,1.728e-06,FALSE,20170912,CAT HE-AM HE260M 20170912
HE600A,178.0,0.59,0.3,0.013,0.025,0.027,0.02265,0.001412,0.0001127,0.2497,0.0705,0.004787,0.0007514,0.00535,0.001156,4.07e-06,8.978e-06,FALSE,20170912,CAT HE-AM HE600A 20170912
HE500B,187.0,0.5,0.3,0.0145,0.028,0.027,0.02386,0.001072,0.0001262,0.2119,0.0727,0.004287,0.0008416,0.004815,0.001292,5.48e-06,7.018e-06,FALSE,20170912,CAT HE-AM HE500B 20170912
HE280M,189.0,0.31,0.288,0.0185,0.033,0.024,0.02402,0.0003955,0.0001316,0.1283,0.074,0.002551,0.0009141,0.002966,0.001397,8.07e-06,2.52e-06,FALSE,20170912,CAT HE-AM HE280M 20170912
HE650A,190.0,0.64,0.3,0.0135,0.026,0.027,0.02416,0.001752,0.0001172,0.2693,0.0697,0.005474,0.0007816,0.006136,0.001205,4.576e-06,1.103e-05,FALSE,20170912,CAT HE-AM HE650A 20170912
HE550B,199.0,0.55,0.3,0.015,0.029,0.027,0.02541,0.001367,0.0001308,0.232,0.0717,0.004971,0.0008718,0.005591,0.001341,6.1e-06,8.856e-06,FALSE,20170912,CAT HE-AM HE550B 20170912
HE700A,204.0,0.69,0.3,0.0145,0.027,0.027,0.02605,0.002153,0.0001218,0.2875,0.0684,0.006241,0.0008119,0.007032,0.001257,5.22e-06,1.335e-05,FALSE,20170912,CAT HE-AM HE700A 20170912
HE600B,212.0,0.6,0.3,0.0155,0.03,0.027,0.027,0.00171,0.0001353,0.2517,0.0708,0.005701,0.000902,0.006425,0.001391,6.77e-06,1.097e-05,FALSE,20170912,CAT HE-AM HE600B 20170912
HE800A,224.0,0.79,0.3,0.015,0.028,0.03,0.02858,0.003034,0.0001264,0.3258,0.0665,0.007682,0.0008426,0.008699,0.001312,6.089999999999999e-06,1.829e-05,FALSE,20170912,CAT HE-AM HE800A 20170912
HE650B,225.0,0.65,0.3,0.016,0.031,0.027,0.02863,0.002106,0.0001398,0.2712,0.0699,0.00648,0.0009323,0.00732,0.001441,7.49e-06,1.336e-05,FALSE,20170912,CAT HE-AM HE650B 20170912
HE300M,238.0,0.34,0.31,0.021,0.039,0.027,0.03031,0.000592,0.000194,0.1398,0.08,0.003482,0.001252,0.004078,0.001913,1.41e-05,4.386e-06,FALSE,20170912,CAT HE-AM HE300M 20170912
HE700B,241.0,0.7,0.3,0.017,0.032,0.027,0.03064,0.002569,0.0001444,0.2896,0.0687,0.00734,0.0009627,0.008327,0.001495,8.39e-06,1.606e-05,FALSE,20170912,CAT HE-AM HE700B 20170912
HE320M,245.0,0.359,0.309,0.021,0.04,0.027,0.0312,0.0006813,0.0001971,0.1478,0.0795,0.003796,0.001276,0.004435,0.001951,1.51e-05,5.004e-06,FALSE,20170912,CAT HE-AM HE320M 20170912
HE340M,248.0,0.377,0.309,0.021,0.04,0.027,0.03158,0.0007637,0.0001971,0.1555,0.079,0.004052,0.001276,0.004718,0.001953,1.51e-05,5.584e-06,FALSE,20170912,CAT HE-AM HE340M 20170912
HE360M,250.0,0.395,0.308,0.021,0.04,0.027,0.03188,0.0008487,0.0001952,0.1632,0.0783,0.004297,0.001268,0.004989,0.001942,1.51e-05,6.137e-06,FALSE,20170912,CAT HE-AM HE360M 20170912
HE900A,252.0,0.89,0.3,0.016,0.03,0.03,0.03205,0.004221,0.0001355,0.3629,0.065,0.009485,0.0009032,0.01081,0.001414,7.49e-06,2.496e-05,FALSE,20170912,CAT HE-AM HE900A 20170912
HE400M,256.0,0.432,0.307,0.021,0.04,0.027,0.03258,0.001041,0.0001934,0.1788,0.077,0.00482,0.00126,0.005571,0.001934,1.5200000000000002e-05,7.41e-06,FALSE,20170912,CAT HE-AM HE400M 20170912
HE800B,262.0,0.8,0.3,0.0175,0.033,0.03,0.03342,0.003591,0.000149,0.3278,0.0668,0.008977,0.0009936,0.01023,0.001553,9.587e-06,2.184e-05,FALSE,20170912,CAT HE-AM HE800B 20170912
HE450M,263.0,0.478,0.307,0.021,0.04,0.027,0.03354,0.001315,0.0001934,0.198,0.0759,0.005501,0.00126,0.006331,0.001939,1.53e-05,9.251e-06,FALSE,20170912,CAT HE-AM HE450M 20170912
HE500M,270.0,0.524,0.306,0.021,0.04,0.027,0.03443,0.001619,0.0001915,0.2169,0.0746,0.00618,0.001252,0.007094,0.001932,1.54e-05,1.119e-05,FALSE,20170912,CAT HE-AM HE500M 20170912
HE1000A,272.0,0.99,0.3,0.0165,0.031,0.03,0.03468,0.005538,0.00014,0.3996,0.0635,0.01119,0.0009336,0.01282,0.00147,8.35e-06,3.207e-05,FALSE,20170912,CAT HE-AM HE1000A 20170912
HE550M,278.0,0.572,0.306,0.021,0.04,0.027,0.03544,0.00198,0.0001916,0.2364,0.0735,0.006923,0.001252,0.007933,0.001937,1.56e-05,1.352e-05,FALSE,20170912,CAT HE-AM HE550M 20170912
HE600M,285.0,0.62,0.305,0.021,0.04,0.027,0.03637,0.002374,0.0001898,0.2555,0.0722,0.00766,0.001244,0.008772,0.00193,1.57e-05,1.591e-05,FALSE,20170912,CAT HE-AM HE600M 20170912
HE900B,291.0,0.9,0.3,0.0185,0.035,0.03,0.03713,0.004941,0.0001582,0.3648,0.0653,0.01098,0.00105,0.01258,0.001658,1.15e-05,2.946e-05,FALSE,20170912,CAT HE-AM HE900B 20170912
HE650M,293.0,0.668,0.305,0.021,0.04,0.027,0.03737,0.002817,0.0001898,0.2745,0.0713,0.008433,0.001245,0.009657,0.001936,1.58e-05,1.865e-05,FALSE,20170912,CAT HE-AM HE650M 20170912
HE700M,301.0,0.716,0.304,0.021,0.04,0.027,0.0383,0.003293,0.000188,0.2932,0.0701,0.009198,0.00124,0.01054,0.001929,1.59e-05,2.14e-05,FALSE,20170912,CAT HE-AM HE700M 20170912
HE1000B,314.0,1.0,0.3,0.019,0.036,0.03,0.04,0.006447,0.0001628,0.4015,0.0638,0.01289,0.001085,0.01486,0.001716,1.27e-05,3.764e-05,FALSE,20170912,CAT HE-AM HE1000B 20170912
HE800M,317.0,0.814,0.303,0.021,0.04,0.03,0.04043,0.004426,0.0001863,0.3309,0.0679,0.01087,0.00123,0.01249,0.00193,1.66e-05,2.778e-05,FALSE,20170912,CAT HE-AM HE800M 20170912
HE900M,333.0,0.91,0.302,0.021,0.04,0.03,0.04236,0.005704,0.0001845,0.367,0.066,0.01254,0.00122,0.01444,0.001929,1.68e-05,3.475e-05,FALSE,20170912,CAT HE-AM HE900M 20170912
HE1000M,349.0,1.008,0.302,0.021,0.04,0.03,0.04442,0.007223,0.0001846,0.4032,0.0645,0.01433,0.001222,0.01657,0.00194,1.71e-05,4.302e-05,FALSE,20170912,CAT HE-AM HE1000M 20170912
